MCDPRCT, PrecinctName                        , WD, CG, LEG, CM, SW, SchoolDistrict, S1, S2, C, V, McdName                                    , JD, MCD  , PRCT, CC, FIPS , 7AM , EDR , Sigs, RegMilAb, FedAb, PresAb, TotVoters, VSCode, VSDescription     , EquipmentModel    , USPresGP, USPresR, USPresDFL, USPresSE, USPresSW, USPresCF, USPresBL, USPresC, USPresL, USPresWI, USCongGr, USCongI, USCongR, USCongDFL, USCongWI, MNLegGr, MNLegI, MnLegR, MnLegDFL, MnLegWI, AJSC2HelenMeyer, AJSC2WI, AJSC5SamHanson, AJSC5WI, AJSC6AlanPage, AJSC6SamTinglestad, AJSC6WI, JCOA2NatalieHudson, JCOA2WI, JCOA3DavidMinge, JCOA3PaulRoss, JCOA3WI, JCOA14DanielGriffith, JCOA14RARandall, JCOA14WI, , 
0350035, BIRCH LAKE TWP                      ,   , 08, 04B, 03, 00,           0113, 00, 00, N, O, Birch Lake township                        , 09,   035, 0035, 11,  6040,  457,   57,  352,       74,     0,      0,       426,      1, Central Count     , Model 315         ,        0,     238,       181,        0,        0,        0,        4,       0,       2,        0,        8,       0,     158,       236,        0,       0,      0,    247,      152,       3,             294,       1,            285,       0,           275,                 87,       0,                283,       1,             204,           128,       0,                  106,             203,        0, , 
0400040, BLIND LAKE TWP                      ,   , 08, 04A, 03, 00,           0118, 00, 00, N, O, Blind Lake township                        , 09,   040, 0040, 11,  6454,   50,    4,   38,        5,     0,      0,        43,      1, Central Count     , Model 315         ,        0,      25,        17,        0,        0,        0,        0,       0,       0,        0,        0,       0,      21,        20,        0,       0,      1,     26,       15,       0,              27,       0,             28,       0,            18,                 16,       0,                 26,       0,              14,            16,       0,                   13,              16,        0, , 
0450045, BOY LAKE TWP                        ,   , 08, 04A, 05, 00,           0113, 00, 00, N, O, Boy Lake township                          , 09,   045, 0045, 11,  7156,  100,   28,   97,       15,     2,      0,       114,      1, Central Count     , Model 315         ,        0,      54,        58,        0,        0,        0,        1,       0,       0,        0,        0,       0,      43,        67,        0,       0,      2,     49,       59,       0,              72,       0,             70,       0,            64,                 26,       0,                 67,       0,              54,            26,       0,                   26,              51,        0, , 
0490050, BOY RIVER CITY                      ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Boy River city                             , 09,   049, 0050, 11,  7174,   26,    0,   18,        1,     0,      0,        19,      1, Central Count     , Model 315         ,        0,       6,        11,        0,        0,        0,        2,       0,       0,        0,        0,       0,       2,        14,        0,       0,      2,      4,       12,       0,              12,       0,             12,       0,            12,                  4,       0,                 12,       0,               7,             9,       0,                   11,               5,        0, , 
0500055, BOY RIVER TWP                       ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Boy River township                         , 09,   050, 0055, 11,  7192,   52,    2,   40,        2,     0,      0,        42,      1, Central Count     , Model 315         ,        0,      26,        16,        0,        0,        0,        0,       0,       0,        0,        0,       0,      16,        23,        0,       0,      0,     21,       20,       0,              28,       0,             28,       0,            23,                 14,       0,                 25,       0,              17,            17,       0,                   18,              15,        0, , 
0600060, BULL MOOSE TWP                      ,   , 08, 04B, 03, 00,           2174, 00, 00, N, O, Bull Moose township                        , 09,   060, 0060, 11,  8560,   49,   14,   31,       15,     0,      0,        46,      1, Central Count     , Model 315         ,        0,      31,        15,        0,        0,        0,        0,       0,       0,        0,        0,       0,      22,        23,        0,       0,      0,     30,       15,       0,              29,       0,             28,       0,            29,                  6,       0,                 29,       0,              28,             6,       0,                    6,              26,        0, , 
0650065, BUNGO TWP                           ,   , 08, 04B, 02, 00,           2174, 00, 00, N, O, Bungo township                             , 09,   065, 0065, 11,  8596,  110,   12,   81,        5,     0,      0,        86,      1, Central Count     , Model 315         ,        0,      61,        25,        0,        0,        0,        0,       0,       0,        0,        2,       0,      35,        38,        0,       0,      0,     49,       26,       0,              42,       1,             41,       0,            36,                 19,       0,                 42,       0,              27,            24,       0,                   20,              28,        0, , 
0700070, BYRON TWP                           ,   , 08, 04B, 02, 00,           2170, 00, 00, N, O, Byron township                             , 09,   070, 0070, 11,  9136,   83,    1,   56,        2,     0,      0,        58,      1, Central Count     , Model 315         ,        0,      25,        32,        0,        0,        0,        0,       0,       0,        0,        0,       0,      17,        38,        0,       0,      0,     24,       31,       0,              40,       0,             38,       0,            38,                 12,       0,                 39,       0,              32,            13,       0,                   14,              31,        0, , 
0750075, CASS LAKE                           ,   , 08, 04A, 05, 00,           0115, 00, 00, N, O, Cass Lake city                             , 09,   075, 0075, 11, 10252,  364,  141,  331,       12,     0,      1,       344,      1, Central Count     , Model 315         ,        0,      84,       252,        0,        0,        1,        5,       1,       0,        1,       11,       0,      62,       241,        2,       0,      7,     89,      240,       0,             234,       2,            228,       3,           180,                 93,       1,                231,       1,             138,           131,       1,                   92,             160,        1, , 
0800080, CHICKAMAW BEACH                     ,   , 08, 04B, 02, 00,           2174, 00, 00, N, O, Chickamaw Beach city                       , 09,   080, 0080, 11, 11296,   84,    3,   69,        4,     0,      0,        73,      1, Central Count     , Model 315         ,        0,      39,        31,        0,        0,        0,        0,       0,       0,        1,        0,       0,      27,        40,        0,       0,      0,     38,       32,       0,              47,       0,             47,       0,            45,                 16,       0,                 47,       0,              36,            20,       0,                   20,              35,        0, , 
0850085, CROOKED LAKE TWP                    ,   , 08, 04A, 03, 00,           0118, 00, 00, N, O, Crooked Lake township                      , 09,   085, 0085, 11, 13834,  425,   34,  326,       55,     0,      0,       381,      1, Central Count     , Model 315         ,        0,     198,       174,        0,        0,        0,        3,       2,       0,        0,        5,       0,     131,       223,        0,       0,     15,    163,      189,       0,             246,       2,            240,       1,           242,                 92,       1,                238,       1,             185,           121,       0,                  114,             175,        0, , 
0900090, DEERFIELD TWP                       ,   , 08, 04B, 03, 00,           2174, 00, 00, N, O, Deerfield township                         , 09,   090, 0090, 11, 15220,   83,   11,   67,        9,     0,      0,        76,      1, Central Count     , Model 315         ,        0,      44,        32,        0,        0,        0,        0,       0,       0,        0,        1,       0,      28,        42,        0,       0,      0,     37,       32,       0,              47,       0,             45,       0,            43,                 21,       0,                 47,       0,              38,            19,       0,                   19,              34,        0, , 
0950095, EAST GULL LAKE                      ,   , 08, 04B, 01, 00,           0116, 00, 00, N, O, East Gull Lake city                        , 09,   095, 0095, 11, 17630,  720,  124,  574,      126,     0,      0,       700,      2, Precinct Tabulator, Model 100         ,        0,     483,       212,        0,        0,        0,        4,       0,       0,        0,       16,       0,     355,       297,        0,       0,      0,    416,      237,       0,             406,       2,            396,       3,           392,                142,       1,                395,       1,             337,           141,       0,                  154,             302,        1, , 
1000100, FAIRVIEW TWP                        ,   , 08, 04B, 01, 00,           0116, 00, 00, N, O, Fairview township                          , 09,   100, 0100, 11, 20366,  466,   65,  392,       65,     0,      0,       457,      1, Central Count     , Model 315         ,        0,     301,       149,        0,        0,        0,        2,       0,       1,        0,       10,       0,     241,       192,        0,       0,      0,    275,      162,       0,             305,       0,            297,       2,           255,                129,       0,                290,       0,             244,           112,       0,                  121,             224,        0, , 
1050105, FEDERAL DAM                         ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Federal Dam city                           , 09,   105, 0105, 11, 20798,   66,    6,   34,        7,     0,      0,        41,      1, Central Count     , Model 315         ,        0,      27,        14,        0,        0,        0,        0,       0,       0,        0,        0,       0,      12,        22,        1,       0,      0,     21,       17,       0,              18,       2,             18,       2,            21,                 14,       0,                 16,       3,              11,            12,       2,                   11,              11,        2, , 
1100110, GOULD TWP                           ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Gould township                             , 09,   110, 0110, 11, 24686,  104,   16,   69,       24,     0,      0,        93,      1, Central Count     , Model 315         ,        0,      31,        61,        0,        0,        0,        0,       0,       0,        1,        1,       0,      21,        64,        0,       0,      3,     27,       58,       0,              55,       0,             56,       0,            50,                 20,       0,                 54,       0,              41,            22,       0,                   26,              37,        0, , 
1150115, HACKENSACK                          ,   , 08, 04B, 03, 00,           0113, 00, 00, N, O, Hackensack city                            , 09,   115, 0115, 11, 26378,  194,   42,  170,       18,     0,      0,       188,      1, Central Count     , Model 315         ,        0,      82,       101,        0,        0,        0,        2,       0,       0,        0,        5,       0,      54,       120,        0,       0,      0,     90,       82,       2,             104,       3,            103,       2,           104,                 42,       0,                103,       2,              80,            45,       1,                   41,              82,        2, , 
1830118, HARDWOOD SOUTH                      ,   , 08, 04A, 05, 00,           0115, 00, 00, N, O, North Cass Unorganized                     , 09,   183, 0118, 11, 46826,   26,    1,   20,        3,     0,      0,        23,      1, Central Count     , Model 315         ,        0,      17,         6,        0,        0,        0,        0,       0,       0,        0,        0,       0,      11,        10,        0,       0,      0,     14,        8,       0,              16,       0,             15,       0,            15,                  1,       0,                 15,       0,              13,             3,       0,                    1,              14,        0, , 
1200120, HIRAM TWP                           ,   , 08, 04B, 03, 00,           0113, 00, 00, N, O, Hiram township                             , 09,   120, 0120, 11, 29366,  271,   21,  189,       54,     2,      0,       245,      1, Central Count     , Model 315         ,        0,     132,       109,        0,        1,        0,        1,       0,       0,        0,        2,       0,      87,       147,        0,       0,      0,    152,       80,       6,             165,       1,            165,       0,           144,                 69,       0,                165,       0,             131,            67,       0,                   69,             116,        0, , 
1250125, HOME BROOK TWP                      ,   , 08, 04B, 02, 00,           0116, 00, 00, N, O, Home Brook township                        , 09,   125, 0125, 11, 29978,  126,   20,  111,        7,     0,      0,       118,      1, Central Count     , Model 315         ,        0,      78,        37,        0,        0,        0,        2,       0,       0,        0,        2,       0,      54,        56,        0,       0,      0,     63,       50,       0,              84,       0,             79,       0,            66,                 35,       0,                 82,       1,              53,            47,       0,                   42,              54,        1, , 
1300130, INGUADONA                           ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, Inguadona township                         , 09,   130, 0130, 11, 30986,  150,    8,  111,       16,     0,      0,       127,      1, Central Count     , Model 315         ,        1,      56,        66,        0,        0,        0,        2,       0,       0,        1,        6,       0,      36,        84,        0,       0,      5,     54,       67,       0,              86,       0,             83,       0,            79,                 28,       0,                 86,       0,              54,            49,       0,                   43,              55,        0, , 
1350135, KEGO TWP                            ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, Kego township                              , 09,   135, 0135, 11, 32588,  361,   52,  292,       45,     0,      1,       338,      1, Central Count     , Model 315         ,        1,     173,       157,        0,        0,        0,        3,       1,       0,        1,       11,       0,     115,       197,        1,       0,     21,    140,      169,       1,             216,       2,            214,       1,           207,                 79,       0,                220,       1,             165,            93,       0,                   96,             154,        0, , 
1400140, LAKE SHORE                          ,   , 08, 04B, 01, 00,           0116, 00, 00, N, O, Lake Shore city                            , 09,   140, 0140, 11, 34928,  771,  113,  614,      159,     0,      0,       773,      2, Precinct Tabulator, Model 100         ,        0,     522,       243,        0,        0,        0,        3,       0,       2,        0,        7,       0,     413,       318,        0,       0,      0,    482,      254,       0,             510,       1,            503,       0,           489,                157,       0,                501,       0,             379,           196,       0,                  189,             366,        1, , 
1450145, LEECH LAKE TWP                      ,   , 08, 04A, 05, 00,           0113, 00, 00, N, O, Leech Lake township                        , 09,   145, 0145, 11, 36224,  278,   32,  230,       32,     1,      0,       263,      1, Central Count     , Model 315         ,        0,     161,       102,        0,        0,        0,        0,       0,       0,        0,        1,       0,     112,       139,        0,       0,      8,    144,      103,       0,             181,       1,            177,       1,           156,                 63,       0,                172,       2,             143,            64,       0,                   67,             134,        0, , 
1500150, LIMA TWP                            ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Lima township                              , 09,   150, 0150, 11, 37034,   59,    7,   41,        7,     0,      0,        48,      1, Central Count     , Model 315         ,        0,      22,        23,        0,        0,        1,        2,       0,       0,        0,        0,       0,      19,        26,        0,       0,      2,     18,       24,       0,              27,       0,             27,       0,            32,                  8,       0,                 28,       0,              21,            14,       0,                   13,              19,        0, , 
1530155, LONGVILLE                           ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, Longville city                             , 09,   153, 0155, 11, 38114,  131,   21,  110,       23,     0,      0,       133,      1, Central Count     , Model 315         ,        0,      87,        45,        0,        0,        0,        0,       0,       0,        0,        2,       0,      65,        57,        0,       0,      3,     73,       53,       0,              81,       1,             82,       0,            77,                 31,       0,                 79,       0,              59,            34,       0,                   31,              58,        0, , 
1550160, LOON LAKE TWP                       ,   , 08, 04B, 02, 00,           0186, 00, 00, N, O, Loon Lake township                         , 09,   155, 0160, 11, 38168,  254,   53,  237,       12,     1,      0,       250,      1, Central Count     , Model 315         ,        1,     137,       105,        0,        0,        3,        1,       0,       0,        1,        8,       0,      98,       133,        0,       0,      0,    119,      118,       1,              99,       0,             97,       0,           101,                 42,       1,                 86,       0,              80,            48,       0,                   38,              71,        0, , 
1600165, MCKINLEY TWP                        ,   , 08, 04B, 03, 00,           2174, 00, 00, N, O, McKinley township                          , 09,   160, 0165, 11, 39104,   58,   17,   60,        3,     1,      0,        64,      1, Central Count     , Model 315         ,        1,      38,        25,        0,        0,        0,        0,       0,       0,        0,        1,       0,      26,        32,        0,       0,      0,     40,       19,       0,              32,       0,             32,       0,            30,                 13,       0,                 33,       0,              21,            19,       0,                   14,              26,        0, , 
1650170, MAPLE TWP                           ,   , 08, 04B, 02, 00,           2174, 00, 00, N, O, Maple township                             , 09,   165, 0170, 11, 40076,  192,   35,  175,        9,     0,      0,       184,      1, Central Count     , Model 315         ,        0,     120,        61,        0,        0,        0,        2,       0,       0,        0,        2,       0,      71,        97,        0,       0,      0,     89,       82,       0,             106,       0,            103,       0,            86,                 52,       0,                102,       0,              77,            60,       0,                   51,              73,        0, , 
1700175, MAY TWP                             ,   , 08, 04B, 01, 00,           0116, 00, 00, N, O, May township                               , 09,   170, 0175, 11, 41102,  452,   81,  410,       32,     1,      0,       443,      1, Central Count     , Model 315         ,        1,     303,       131,        0,        0,        1,        1,       0,       0,        1,        6,       0,     201,       219,        0,       0,      0,    248,      177,       0,             320,       0,            309,       0,           257,                119,       0,                316,       0,             212,           138,       1,                  144,             199,        0, , 
1750180, MEADOW BROOK TWP                    ,   , 08, 04B, 02, 00,           2170, 00, 00, N, O, Meadow Brook township                      , 09,   175, 0180, 11, 41354,  103,    4,   72,        6,     0,      0,        78,      1, Central Count     , Model 315         ,        1,      47,        30,        0,        0,        0,        0,       0,       0,        0,        4,       0,      39,        35,        0,       0,      0,     45,       31,       0,              51,       0,             49,       0,            33,                 28,       1,                 50,       0,              34,            23,       0,                   27,              29,        0, , 
1840184, OTTERTAIL PENINSULA TWP             ,   , 08, 04A, 05, 00,           0115, 00, 00, N, O, Otter Tail Peninsula township              , 09,   184, 0184, 11, 49250,   55,    2,   42,        6,     0,      0,        48,      1, Central Count     , Model 315         ,        0,      34,        14,        0,        0,        0,        0,       0,       0,        0,        2,       0,      20,        23,        0,       0,      3,     29,       14,       0,              26,       0,             25,       0,            24,                 15,       0,                 24,       0,              16,            15,       0,                   16,              13,        0, , 
1800185, MOOSE LAKE TWP                      ,   , 08, 04B, 02, 00,           2170, 00, 00, N, O, Moose Lake township                        , 09,   180, 0185, 11, 43990,   84,    5,   61,        2,     0,      0,        63,      1, Central Count     , Model 315         ,        0,      40,        20,        0,        0,        0,        0,       0,       0,        1,        2,       0,      29,        27,        0,       0,      0,     29,       32,       0,              41,       0,             42,       0,            25,                 23,       0,                 42,       0,              23,            23,       0,                   23,              21,        0, , 
1820187, MOTLEY                              ,   , 08, 04B, 01, 00,           2170, 00, 00, N, O, Motley city                                , 09,   182, 0187, 11, 44422,    2,    2,    4,        0,     0,      0,         4,      1, Central Count     , Model 315         ,        0,       3,         1,        0,        0,        0,        0,       0,       0,        0,        0,       0,       2,         2,        0,       0,      0,      0,        4,       0,               4,       0,              4,       0,             1,                  3,       0,                  4,       0,               2,             2,       0,                    2,               2,        0, , 
1850190, PIKE BAY TWP                        ,   , 08, 04A, 05, 00,           0115, 00, 00, N, O, Pike Bay township                          , 09,   185, 0190, 11, 50848,  706,  239,  673,       19,     0,      0,       692,      1, Central Count     , Model 315         ,        1,     183,       501,        0,        0,        0,        2,       0,       0,        0,       18,       0,     115,       504,        0,       0,     14,    180,      469,       8,             432,       1,            417,       3,           411,                150,       1,                429,       1,             266,           241,       1,                  179,             300,        0, , 
1900195, PILLAGER                            ,   , 08, 04B, 01, 00,           0116, 00, 00, N, O, Pillager city                              , 09,   190, 0195, 11, 50902,  231,   48,  199,        8,     0,      0,       207,      2, Precinct Tabulator, Model 100         ,        0,     139,        64,        0,        0,        1,        1,       0,       0,        0,        4,       0,      93,        95,        2,       0,      0,    107,       90,       0,             154,       1,            151,       1,           106,                 67,       0,                152,       1,              99,            67,       0,                   71,              97,        0, , 
1950200, PINE LAKE TWP                       ,   , 08, 04A, 04, 00,           0113, 00, 00, N, O, Pine Lake township                         , 09,   195, 0200, 11, 51172,  142,    9,  102,       18,     0,      0,       120,      1, Central Count     , Model 315         ,        0,      68,        51,        0,        0,        0,        1,       0,       0,        0,        3,       0,      50,        61,        0,       0,      2,     60,       56,       1,              85,       0,             83,       0,            76,                 30,       0,                 83,       0,              60,            35,       0,                   30,              64,        0, , 
1990205, PINE RIVER                          ,   , 08, 04B, 02, 00,           2174, 00, 00, N, O, Pine River city                            , 09,   199, 0205, 11, 51280,  487,  100,  388,       61,     0,      0,       449,      1, Central Count     , Model 315         ,        2,     239,       191,        1,        0,        0,        4,       2,       2,        0,        5,       0,     163,       241,        0,       0,      0,    236,      187,       1,             281,       1,            277,       0,           231,                104,       0,                270,       1,             196,           113,       0,                  127,             173,        0, , 
2000210, PINE RIVER TWP                      ,   , 08, 04B, 02, 00,           2174, 00, 00, N, O, Pine River township                        , 09,   200, 0210, 11, 51298,  621,  119,  550,       37,     0,      2,       589,      1, Central Count     , Model 315         ,        1,     343,       189,        0,        1,        0,        7,       1,       0,        2,        9,       0,     227,       268,        1,       0,      0,    310,      204,       1,             267,       1,            259,       0,           258,                138,       0,                254,       0,             199,           147,       0,                  147,             179,        0, , 
2100215, PONTO LAKE TWP                      ,   , 08, 04B, 03, 00,           2174, 00, 00, N, O, Ponto Lake township                        , 09,   210, 0215, 11, 51928,  351,   49,  289,       42,     0,      0,       331,      1, Central Count     , Model 315         ,        1,     182,       140,        0,        0,        0,        5,       0,       1,        0,       10,       0,     122,       183,        0,       0,      0,    173,      142,       0,             215,       1,            215,       1,           189,                 79,       0,                211,       0,             152,           103,       0,                  100,             139,        0, , 
2150220, POPLAR TWP                          ,   , 08, 04B, 02, 00,           2170, 00, 00, N, O, Poplar township                            , 09,   215, 0220, 11, 51964,   72,    4,   43,        4,     0,      0,        47,      1, Central Count     , Model 315         ,        0,      35,        10,        0,        0,        0,        0,       1,       1,        0,        1,       0,      21,        22,        0,       0,      0,     30,       16,       0,              34,       0,             32,       0,            33,                 10,       0,                 33,       0,              25,            14,       0,                   18,              20,        0, , 
2200225, POWERS TWP                          ,   , 08, 04B, 03, 00,           0113, 00, 00, N, O, Powers township                            , 09,   220, 0225, 11, 52252,  524,   90,  451,       57,     0,      0,       508,      1, Central Count     , Model 315         ,        0,     266,       231,        0,        0,        1,        8,       0,       0,        0,        7,       0,     183,       295,        0,       0,      0,    278,      212,       1,             354,       1,            343,       1,           312,                120,       1,                345,       1,             241,           156,       1,                  160,             227,        1, , 
2240230, REMER                               ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, Remer city                                 , 09,   224, 0230, 11, 53782,  203,   21,  145,       30,     0,      0,       175,      1, Central Count     , Model 315         ,        2,      83,        81,        0,        0,        0,        4,       1,       1,        0,        3,       0,      67,        96,        0,       0,      8,     74,       88,       0,             122,       0,            119,       0,           101,                 44,       1,                119,       2,              87,            52,       1,                   45,              92,        1, , 
2250235, REMER TWP                           ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, Remer township                             , 09,   225, 0235, 11, 53800,  115,    7,   83,       10,     0,      0,        93,      1, Central Count     , Model 315         ,        0,      47,        45,        0,        0,        0,        0,       0,       0,        0,        2,       0,      36,        53,        0,       0,      3,     46,       41,       0,              62,       1,             63,       1,            46,                 28,       0,                 64,       1,              41,            27,       1,                   35,              34,        0, , 
1830237, ROGERS POINT                        ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, North Cass Unorganized                     , 09,   183, 0237, 11, 46826,    4,    0,    2,        2,     0,      0,         4,      1, Central Count     , Model 315         ,        0,       2,         2,        0,        0,        0,        0,       0,       0,        0,        0,       0,       2,         2,        0,       0,      0,      2,        2,       0,               3,       0,              3,       0,             1,                  3,       0,                  3,       0,               3,             1,       0,                    2,               2,        0, , 
2350240, ROGERS TWP                          ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Rogers township                            , 09,   235, 0240, 11, 55168,   53,    6,   33,       11,     0,      0,        44,      1, Central Count     , Model 315         ,        0,      25,        18,        0,        0,        0,        1,       0,       0,        0,        1,       0,      20,        18,        0,       0,      1,     21,       21,       0,              20,       0,             20,       0,            26,                  9,       0,                 21,       0,              17,            13,       0,                   12,              17,        0, , 
2400245, SALEM TWP                           ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Salem township                             , 09,   240, 0245, 11, 58216,   54,    7,   46,        1,     0,      0,        47,      1, Central Count     , Model 315         ,        0,      32,        15,        0,        0,        0,        0,       0,       0,        0,        1,       0,      27,        16,        0,       0,      1,     30,       14,       0,              32,       0,             29,       0,            19,                 17,       0,                 30,       0,              17,            19,       0,                   22,              14,        0, , 
2450250, SHINGOBEE TWP P-1                   ,   , 08, 04B, 04, 00,           0113, 00, 00, N, O, Shingobee township                         , 09,   245, 0250, 11, 59872,  970,  150,  797,      139,     0,      0,       936,      2, Precinct Tabulator, Model 100         ,        1,     543,       384,        0,        0,        0,        5,       0,       0,        0,       18,       0,     382,       490,        1,       0,      0,    590,      274,      37,             649,       3,            624,       3,           560,                235,       2,                608,       5,             440,           282,       1,                  242,             446,        1, , 
2450252, SHINGOBEE TWP P-2                   ,   , 08, 04B, 04, 00,           0113, 00, 00, N, O, Shingobee township                         , 09,   245, 0252, 11, 59872,   76,   42,   99,        1,     0,      0,       100,      2, Precinct Tabulator, Model 100         ,        0,       4,        96,        0,        0,        0,        0,       0,       0,        0,        3,       0,       3,        84,        0,       0,      0,     10,       76,       2,              50,       1,             49,       0,            55,                 20,       0,                 51,       0,              33,            24,       0,                   19,              39,        0, , 
2500255, SLATER TWP                          ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Slater township                            , 09,   250, 0255, 11, 60790,  152,   10,  109,       13,     0,      0,       122,      1, Central Count     , Model 315         ,        0,      77,        43,        0,        0,        0,        0,       0,       0,        0,        1,       0,      51,        65,        0,       0,      7,     70,       39,       0,              77,       1,             75,       1,            79,                 23,       0,                 76,       1,              58,            37,       1,                   35,              49,        1, , 
2550260, SMOKY HOLLOW TWP                    ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Smoky Hollow township                      , 09,   255, 0260, 11, 60970,   47,    3,   33,        8,     0,      0,        41,      1, Central Count     , Model 315         ,        0,      23,        17,        0,        0,        0,        0,       0,       1,        0,        0,       0,      14,        21,        0,       0,      0,     18,       20,       0,              14,       0,             13,       0,            24,                  7,       0,                 12,       0,              10,             9,       0,                    5,              14,        0, , 
1830262, SUCKER LAKES                        ,   , 08, 04A, 05, 00,           0115, 00, 00, N, O, North Cass Unorganized                     , 09,   183, 0262, 11, 46826,   10,    3,    8,        3,     0,      0,        11,      1, Central Count     , Model 315         ,        0,       3,         8,        0,        0,        0,        0,       0,       0,        0,        0,       0,       2,         9,        0,       0,      1,      2,        8,       0,               8,       0,              8,       0,             6,                  2,       0,                  8,       0,               4,             4,       0,                    3,               5,        0, , 
2600265, SYLVAN TWP                          ,   , 08, 04B, 01, 00,           0116, 00, 00, N, O, Sylvan township                            , 09,   260, 0265, 11, 63958, 1267,  298, 1187,       85,     0,      1,      1273,      2, Precinct Tabulator, Model 100         ,        1,     747,       514,        0,        0,        0,        3,       1,       1,        0,       30,       0,     492,       700,        2,       0,      0,    601,      611,       3,             925,       6,            912,       6,           740,                363,       1,                910,       5,             667,           376,       2,                  405,             609,        2, , 
2650270, THUNDER LAKE TWP                    ,   , 08, 04A, 03, 00,           0118, 00, 00, N, O, Thunder Lake township                      , 09,   265, 0270, 11, 64876,  218,   19,  175,       31,     0,      0,       206,      1, Central Count     , Model 315         ,        0,     115,        87,        0,        0,        0,        3,       0,       0,        0,        6,       0,      72,       116,        0,       0,      7,    104,       90,       0,             128,       0,            121,       1,           119,                 52,       0,                122,       2,             105,            51,       0,                   63,              83,        0, , 
2700275, TORREY TWP                          ,   , 08, 04A, 05, 00,           0118, 00, 00, N, O, Torrey township                            , 09,   270, 0275, 11, 65254,   79,    4,   62,        6,     0,      0,        68,      1, Central Count     , Model 315         ,        0,      40,        23,        0,        0,        0,        3,       2,       0,        0,        0,       0,      30,        33,        0,       0,      2,     32,       29,       0,              42,       0,             41,       0,            42,                 14,       0,                 41,       0,              29,            21,       0,                   21,              27,        0, , 
2750280, TRELIPE TWP                         ,   , 08, 04A, 03, 00,           0118, 00, 00, N, O, Trelipe township                           , 09,   275, 0280, 11, 65434,  136,   11,  113,        9,     0,      0,       122,      1, Central Count     , Model 315         ,        1,      70,        51,        0,        0,        0,        0,       0,       0,        0,        2,       0,      40,        76,        0,       0,      8,     57,       55,       0,              89,       1,             91,       1,            62,                 42,       0,                 89,       1,              60,            41,       0,                   41,              56,        0, , 
2800285, TURTLE LAKE TWP                     ,   , 08, 04A, 04, 00,           0113, 00, 00, N, O, Turtle Lake township                       , 09,   280, 0285, 11, 65776,  443,  100,  405,       49,     1,      0,       455,      1, Central Count     , Model 315         ,        0,     251,       199,        0,        0,        1,        1,       0,       0,        0,        7,       0,     170,       255,        3,       0,     15,    211,      219,       2,             295,       5,            281,       4,           250,                124,       4,                291,       4,             210,           125,       4,                  125,             196,        4, , 
2850290, WABEDO TWP                          ,   , 08, 04A, 04, 00,           0118, 00, 00, N, O, Wabedo township                            , 09,   285, 0290, 11, 67414,  315,   35,  229,       56,     0,      0,       285,      2, Precinct Tabulator, Model 100         ,        0,     158,       122,        0,        0,        0,        4,       0,       0,        0,        7,       0,     121,       149,        0,       0,      3,    147,      131,       0,             183,       0,            180,       0,           172,                 68,       0,                182,       0,             151,            67,       0,                   84,             124,        0, , 
2900295, WAHNENA                             ,   , 08, 04A, 05, 00,           0317, 00, 00, N, O, Wahnena Unorganized                        , 09,   290, 0295, 11, 67595,   83,    5,   67,        9,     0,      0,        76,      1, Central Count     , Model 315         ,        0,      40,        36,        0,        0,        0,        0,       0,       0,        0,        0,       0,      28,        46,        0,       0,      3,     37,       36,       0,              62,       0,             62,       0,            46,                 25,       0,                 60,       0,              42,            28,       0,                   24,              47,        0, , 
2950300, WALDEN TWP                          ,   , 08, 04B, 02, 00,           2174, 00, 00, N, O, Walden township                            , 09,   295, 0300, 11, 67684,  221,   14,  163,       20,     0,      0,       183,      1, Central Count     , Model 315         ,        0,     113,        68,        0,        0,        0,        0,       0,       1,        0,        0,       0,      74,        95,        0,       0,      0,    110,       58,       1,              89,       0,             88,       0,            88,                 45,       0,                 90,       0,              64,            54,       0,                   64,              53,        0, , 
3000305, WALKER                              ,   , 08, 04B, 04, 00,           0113, 00, 00, N, O, Walker city                                , 09,   300, 0305, 11, 67792,  632,  103,  512,       68,     0,      0,       580,      1, Central Count     , Model 315         ,        1,     290,       277,        1,        0,        0,        2,       0,       1,        0,       15,       0,     208,       328,        0,       0,      0,    314,      197,      36,             396,       5,            387,       4,           349,                137,       3,                383,       3,             277,           178,       2,                  146,             290,        2, , 
